"register","index","code","desc","spec_type","length","spec_required","type","required","conditional_required","decimal","spec_in","spec_out","conditional_out_required","conditional_in_required"
"C170","2","NUM_ITEM","Número sequencial do item no documento fiscal","N","003","","int","","","","O","O","",""
"C170","3","COD_ITEM","Código do item (campo 02 do Registro 0200)","C","060","","char","","","","O","O","",""
"C170","4","DESCR_COMPL","Descrição complementar do item como adotado no documento fiscal","C","","","char","","","","OC","OC","True","True"
"C170","5","QTD","Quantidade do item","N","","","float","","","05","O","O","",""
"C170","6","UNID","Unidade do item (Campo 02 do registro 0190)","C","006","","char","","","","O","O","",""
"C170","7","VL_ITEM","Valor total do item (mercadorias ou serviços)","N","","","float","","","02","O","O","",""
"C170","8","VL_DESC","Valor do desconto comercial","N","","","float","","","02","OC","OC","True","True"
"C170","9","IND_MOV","Movimentação física do ITEM/PRODUTO: 0. SIM 1. NÃO","C","001*","","char","","","","O","O","",""
"C170","10","CST_ICMS","Código da Situação Tributária referente ao ICMS, conforme a Tabela indicada no item 4.3.1","N","003*","","int","","","","O","O","",""
"C170","11","CFOP","Código Fiscal de Operação e Prestação","N","004*","","int","","","","O","O","",""
"C170","12","COD_NAT","Código da natureza da operação (campo 02 do Registro 0400)","C","010","","char","","","","OC","OC","True","True"
"C170","13","VL_BC_ICMS","Valor da base de cálculo do ICMS","N","","","float","","","02","OC","OC","True","True"
"C170","14","ALIQ_ICMS","Alíquota do ICMS","N","006","","float","","","02","OC","OC","True","True"
"C170","15","VL_ICMS","Valor do ICMS creditado/debitado","N","","","float","","","02","OC","OC","True","True"
"C170","16","VL_BC_ICMS_ST","Valor da base de cálculo referente à substituição tributária","N","","","float","","","02","OC","OC","True","True"
"C170","17","ALIQ_ST","Alíquota do ICMS da substituição tributária na unidade da federação de destino","N","","","float","","","02","OC","OC","True","True"
"C170","18","VL_ICMS_ST","Valor do ICMS referente à substituição tributária","N","","","float","","","02","OC","OC","True","True"
"C170","19","IND_APUR","Indicador de período de apuração do IPI: 0 - Mensal; 1 - Decendial","C","001*","","char","","","","OC","OC","True","True"
"C170","20","CST_IPI","Código da Situação Tributária referente ao IPI, conforme a Tabela indicada no item 4.3.2.","C","002*","","char","","","","OC","OC","True","True"
"C170","21","COD_ENQ","Código de enquadramento legal do IPI, conforme tabela indicada no item 4.5.3.","C","003*","","char","","","","OC","OC","True","True"
"C170","22","VL_BC_IPI","Valor da base de cálculo do IPI","N","","","float","","","02","OC","OC","True","True"
"C170","23","ALIQ_IPI","Alíquota do IPI","N","006","","float","","","02","OC","OC","True","True"
"C170","24","VL_IPI","Valor do IPI creditado/debitado","N","","","float","","","02","OC","OC","True","True"
"C170","25","CST_PIS","Código da Situação Tributária referente ao PIS.","N","002*","","int","","","","OC","OC","True","True"
"C170","26","VL_BC_PIS","Valor da base de cálculo do PIS","N","","","int","","","","02","OC","True",""
"C170","27","ALIQ_PIS","Alíquota do PIS (em percentual)","N","008","","float","","","04","OC","OC","True","True"
"C170","28","QUANT_BC_PIS","Quantidade – Base de cálculo PIS","N","","","int","","","","03","OC","True",""
"C170","29","ALIQ_PIS","Alíquota do PIS (em reais)","N","","","int","","","","04","OC","True",""
"C170","30","VL_PIS","Valor do PIS","N","","","float","","","02","OC","OC","True","True"
"C170","31","CST_COFINS","Código da Situação Tributária referente ao COFINS.","N","002*","","int","","","","OC","OC","True","True"
"C170","32","VL_BC_COFINS","Valor da base de cálculo da COFINS","N","","","int","","","","02","OC","True",""
"C170","33","ALIQ_COFINS","Alíquota do COFINS (em percentual)","N","008","","float","","","04","OC","OC","True","True"
"C170","34","QUANT_BC_COFINS","Quantidade – Base de cálculo COFINS","N","","","int","","","","03","OC","True",""
"C170","35","ALIQ_COFINS","Alíquota da COFINS (em reais)","N","","","int","","","","04","OC","True",""
"C170","36","VL_COFINS","Valor da COFINS","N","","","float","","","02","OC","OC","True","True"
"C170","37","COD_CTA","Código da conta analítica contábil debitada/creditada","C","","","char","","","","OC","OC","True","True"
"C170","38","VL_ABAT_NT","Valor do abatimento não tributado e não comercial","N","","","float","","","02","OC","OC","True","True"
"C171","2","NUM_TANQUE","Tanque onde foi armazenado o combustível","C","003","","char","","","","O","","",""
"C171","3","QTDE","Quantidade ou volume armazenado","N","","","float","","","03","O","","",""
"C172","2","VL_BC_ISSQN","Valor da base de cálculo do ISSQN","N","","","float","","","02","","O","",""
"C172","3","ALIQ_ISSQN","Alíquota do ISSQN","N","006","","float","","","02","","O","",""
"C172","4","VL_ISSQN","Valor do ISSQN","N","","","float","","","02","","O","",""
"C173","2","LOTE_MED","Número do lote de fabricação do medicamento","C","","","char","","","","O","O","",""
"C173","3","QTD_ITEM","Quantidade de item por lote","N","","","float","","","003","O","O","",""
"C173","4","DT_FAB","Data de fabricação do medicamento","N","008*","","date","","","","O","O","",""
"C173","5","DT_VAL","Data de expiração da validade do medicamento","N","008*","","date","","","","O","O","",""
"C173","6","IND_MED","Indicador de tipo de referência da base de cálculo do ICMS (ST) do produto farmacêutico: 0 - Base de cálculo referente ao preço tabelado ou preço máximo sugerido; 1 - Base cálculo – Margem de valor agregado; 2 - Base de cálculo referente à Lista Negativa; 3 - Base de cálculo referente à Lista Positiva; 4 - Base de cálculo referente à Lista Neutra","C","001*","","char","","","","O","O","",""
"C173","7","TP_PROD","Tipo de produto: 0 - Similar; 1 - Genérico; 2 - Ético ou de marca;","C","1*","","char","","","","O","O","",""
"C173","8","VL_TAB_MAX","Valor do preço tabelado ou valor do preço máximo","N","","","float","","","02","O","O","",""
"C174","2","IND_ARM","Indicador do tipo da arma de fogo: 0 - Uso permitido; 1 - Uso restrito","C","001*","","char","","","","","O","",""
"C174","3","NUM_ARM","Numeração de série de fabricação da arma","C","","","char","","","","","O","",""
"C174","4","DESCR_COMPL","Descrição da arma, compreendendo: número do cano, calibre, marca, capacidade de cartuchos, tipo de funcionamento, quantidade de canos, comprimento, tipo de alma, quantidade e sentido das raias e demais elementos que permitam sua perfeita identificação","C","","","char","","","","","O","",""
"C175","2","IND_VEIC_OPER","Indicador do tipo de operação com veículo: 0 - Venda para concessionária; 1 - Faturamento direto; 2 - Venda direta; 3 - Venda da concessionária; 9 - Outros","C","001*","","char","","","","O","O","",""
"C175","3","CNPJ","CNPJ da Concessionária","N","014*","","int","","","","OC","OC","True","True"
"C175","4","UF","Sigla da unidade da federação da Concessionária","C","002*","","char","","","","OC","OC","True","True"
"C175","5","CHASSI_VEIC","Chassi do veículo","C","017","","char","","","","O","O","",""
"C176","2","COD_MOD_ULT_E","Código do modelo do documento fiscal relativa a última entrada","C","002*","","char","","","","","O","",""
"C176","3","NUM_DOC_ULT_E","Número do documento fiscal relativa a última entrada","N","009","","int","","","","","O","",""
"C176","4","SER_ULT_E","Série do documento fiscal relativa a última entrada","C","003","","char","","","","","OC","True",""
"C176","5","DT_ULT_E","Data relativa a última entrada da mercadoria","N","008*","","date","","","","","O","",""
"C176","6","COD_PART_ULT_E","Código do participante (do emitente do documento relativa a última entrada)","C","060","","char","","","","","O","",""
"C176","7","QUANT_ULT_E","Quantidade do item relativa a última entrada","N","","","float","","","03","","O","",""
"C176","8","VL_UNIT_ULT_E","Valor unitário da mercadoria constante na NF relativa a última entrada inclusive despesas acessórias.","N","","","float","","","03","","O","",""
"C176","9","VL_UNIT_BC_ST","Valor unitário da base de cálculo do imposto pago por substituição.","N","","","float","","","03","","O","",""
"C176","10","CHAVE_NFE_ULT_E","Número completo da chave da NFe relativo à última entrada","N","044*","","int","","","","","OC","True",""
"C176","11","NUM_ITEM_ULT_E","Número sequencial do item na NF entrada que corresponde à mercadoria objeto de pedido de ressarcimento","N","003","","int","","","","","OC","True",""
"C176","12","VL_UNIT_BC_ICMS_ULT_E","Valor unitário da base de cálculo da operação própria do remetente sob o regime comum de tributação","N","","","float","","","02","","OC","True",""
"C176","13","ALIQ_ICMS_ULT_E","Alíquota do ICMS aplicável à última entrada da mercadoria","N","","","float","","","02","","OC","True",""
"C176","14","VL_UNIT_LIMITE_BC_ICMS_ULT_E","Valor unitário da base de cálculo do ICMS relativo à última entrada da mercadoria, limitado ao valor da BC da retenção (corresponde ao menor valor entre os campos VL_UNIT_BC_ST e VL_UNIT_BC_ICMS_ULT_E )","N","","","float","","","02","","OC","True",""
"C176","15","VL_UNIT_ICMS_ULT_E","Valor unitário do crédito de ICMS sobre operações próprias do remetente, relativo à última entrada da mercadoria, decorrente da quebra da ST – equivalente a multiplicação entre os campos 13 e 14","N","","","float","","","03","","OC","True",""
"C176","16","ALIQ_ST_ULT_E","Alíquota do ICMS ST relativa à última entrada da mercadoria","N","","","float","","","02","","OC","True",""
"C176","17","VL_UNIT_RES","Valor unitário do ressarcimento (parcial ou completo) de ICMS decorrente da quebra da ST","N","","","float","","","03","","OC","True",""
"C176","18","COD_RESP_RET","Código que indica o responsável pela retenção do ICMS ST: 1 - Remetente Direto 2 - Remetente Indireto 3 - Próprio declarante","N","001*","","int","","","","","OC","True",""
"C176","19","COD_MOT_RES","Código do motivo do ressarcimento: 1 - Venda para outra UF; 2 -Saída amparada por isenção ou não incidência; 3 - Perda ou deterioração; 4 - Furto ou roubo; 5 - Exportação; 6 - Venda interna para Simples Nacional 9 - Outros","N","001*","","int","","","","","OC","True",""
"C176","20","CHAVE_NFE_RET","Número completo da chave da NF-e emitida pelo substituto, na qual consta o valor do ICMS ST retido","N","044*","","int","","","","","OC","True",""
"C176","21","COD_PART_NFE_RET","Código do participante do emitente da NF-e em que houve a retenção do ICMS ST – campo 02 do registro 0150","C","060","","char","","","","","OC","True",""
"C176","22","SER_NFE_RET","Série da NF-e em que houve a retenção do ICMS ST","C","003","","char","","","","","OC","True",""
"C176","23","NUM_NFE_RET","Número da NF-e em que houve a retenção do ICMS ST","N","009","","int","","","","","OC","True",""
"C176","24","ITEM_NFE_RET","Número sequencial do item na NF-e em que houve a retenção do ICMS ST, que corresponde à mercadoria objeto de pedido de ressarcimento","N","003","","int","","","","","OC","True",""
"C176","25","COD_DA","Código do modelo do documento de arrecadação: 0 – Documento estadual de arrecadação 1 – GNRE","C","001*","","char","","","","","OC","True",""
"C176","26","NUM_DA","Número do documento de arrecadação estadual, se houver","C","","","char","","","","","OC","True",""
"C176","27","VL_UNIT_RES_FCP_ST","Valor unitário do ressarcimento (parcial ou completo) de FCP decorrente da quebra da ST","N","","","float","","","03","","OC","True",""
"C177","2","COD_SELO_IPI","Código do selo de controle do IPI, conforme Tabela 4.5.2","C","006*","","char","","","","","O","",""
"C177","3","QT_SELO_IPI","Quantidade de selo de controle do IPI aplicada","N","012","","int","","","","","O","",""
"C178","2","CL_ENQ","Código da classe de enquadramento do IPI, conforme Tabela 4.5.1.","C","005","","char","","","","","O","",""
"C178","3","VL_UNID","Valor por unidade padrão de tributação","N","","","float","","","02","","O","",""
"C178","4","QUANT_PAD","Quantidade total de produtos na unidade padrão de tributação","N","","","float","","","03","","O","",""
"C179","2","BC_ST_ORIG_DEST","Valor da base de cálculo ST na origem/destino em operações interestaduais.","N","","","float","","","02","","O","",""
"C179","3","ICMS_ST_REP","Valor do ICMS ST a repassar/deduzir em operações interestaduais","N","","","float","","","02","","O","",""
"C179","4","ICMS_ST_COMPL","Valor do ICMS ST a complementar à UF de destino","N","","","float","","","02","","OC","True",""
