"register","index","code","type","required","in_required","out_required","conditional_required","conditional_in_required","conditional_out_required","length","decimal","spec_type","spec_required","spec_in","spec_out","desc"
"C850","7","VL_ICMS","float","","","True","","","","","02","N","","","O","Parcela correspondente ao ""Valor do ICMS"" referente à combinação de CST_ICMS, CFOP e alíquota do ICMS."
"C850","8","COD_OBS","char","","","","","","True","006","","C","","","OC","Código da observação do lançamento fiscal (campo 02 do registro 0460)"
"C860","2","COD_MOD","char","","","True","","","","002","","C","","Não apre sen tar","O","Código do modelo do documento fiscal, conforme a Tabela 4.1.1"
"C860","3","NR_SAT","int","","","True","","","","009","","N","","","O","Número de Série do equipamento SAT"
"C860","4","DT_DOC","date","","","True","","","","008","","N","","","O","Data de emissão dos documentos fiscais"
"C860","5","DOC_INI","int","","","True","","","","006","","N","","","O","Número do documento inicial"
"C860","6","DOC_FIM","int","","","True","","","","006","","N","","","O","Número do documento final"
"C890","2","CST_ICMS","int","","","True","","","","003","","N","","","O","Código da Situação Tributária, conforme a Tabela indicada no item 4.3.1"
"C890","3","CFOP","int","","","True","","","","004","","N","","","O","Código Fiscal de Operação e Prestação do agrupamento de itens"
"C890","4","ALIQ_ICMS","float","","","","","","True","006","02","N","","","OC","Alíquota do ICMS"
"C890","5","VL_OPR","float","","","True","","","","","02","N","","","O","“Valor total do CF-e” na combinação de CST_ICMS, CFOP e ALÍQUOTA DO ICMS, correspondente ao somatório do valor líquido dos itens."
"C890","6","VL_BC_ICMS","float","","","True","","","","","2","N","","","O","Valor acumulado da base de cálculo do ICMS, referente à combinação de CST_ICMS, CFOP e ALÍQUOTA DO ICMS."
"C890","7","VL_ICMS","float","","","True","","","","","02","N","","","O","Parcela correspondente ao ""Valor do ICMS"" referente à combinação de CST_ICMS, CFOP e alíquota do ICMS."
"C890","8","COD_OBS","char","","","","","","True","006","","C","","","OC","Código da observação do lançamento fiscal (campo 02 do registro 0460)"
"C990","2","QTD_LIN_C","int","","True","True","","","","","","N","","O","O","Quantidade total de linhas do Bloco C"
"D001","2","IND_MOV","char","True","","","","","","001","","C","O","","","Indicador de movimento: 0- Bloco com dados informados; 1- Bloco sem dados informados"
"D100","2","IND_OPER","char","","True","True","","","","001*","","C","","O","O","Indicador do tipo de operação: 0- Aquisição; 1- Prestação"
"D100","3","IND_EMIT","char","","True","True","","","","001*","","C","","O","O","Indicador do emitente do documento fiscal: 0- Emissão própria; 1- Terceiros"
"D100","4","COD_PART","char","","True","True","","","","060","","C","","O","O","Código do participante (campo 02 do Registro 0150): - do prestador de serviço, no caso de aquisição de serviço; - do tomador do serviço, no caso de prestação de serviços."
"D100","5","COD_MOD","char","","True","True","","","","002*","","C","","O","O","Código do modelo do documento fiscal, conforme a Tabela 4.1.1"
"D100","6","COD_SIT","int","","True","True","","","","002*","","N","","O","O","Código da situação do documento fiscal, conforme a Tabela 4.1.2"
"D100","7","SER","char","","","","","True","True","004","","C","","OC","OC","Série do documento fiscal"
"D100","8","SUB","char","","","","","True","True","003","","C","","OC","OC","Subsérie do documento fiscal"
"D100","9","NUM_DOC","int","","True","True","","","","009","","N","","O","O","Número do documento fiscal"
"D100","10","CHV_CTE","int","","","","","True","True","044*","","N","","OC","OC","Chave do Conhecimento de Transporte Eletrônico"
"D100","11","DT_DOC","date","","True","True","","","","008*","","N","","O","O","Data da emissão do documento fiscal"
"D100","12","DT_A_P","date","","True","","","","True","008*","","N","","O","OC","Data da aquisição ou da prestação do serviço"
"D100","13","TP_CT-e","int","","","","","True","True","001*","","N","","OC","OC","Tipo de Conhecimento de Transporte Eletrônico conforme definido no Manual de Integração do CT-e"
"D100","14","CHV_CTE_REF","int","","","","","True","True","044*","","N","","OC","OC","Chave do CT-e de referência cujos valores foram complementados (opção “1” do campo anterior) ou cujo débito foi anulado(opção “2” do campo anterior)."
"D100","15","VL_DOC","float","","True","True","","","","","02","N","","O","O","Valor total do documento fiscal"
"D100","16","VL_DESC","float","","","","","True","True","","02","N","","OC","OC","Valor total do desconto"
"D100","17","IND_FRT","char","","True","True","","","","001*","","C","","O","O","Indicador do tipo do frete: 0- Por conta de terceiros; 1- Por conta do emitente; 2- Por conta do destinatário; 9- Sem cobrança de frete."
"D100","18","VL_SERV","float","","True","True","","","","","02","N","","O","O","Valor total da prestação de serviço"
"D100","19","VL_BC_ICMS","float","","","","","True","True","","02","N","","OC","OC","Valor da base de cálculo do ICMS"
"D100","20","VL_ICMS","float","","","","","True","True","","02","N","","OC","OC","Valor do ICMS"
"D100","21","VL_NT","float","","","","","True","True","","02","N","","OC","OC","Valor não-tributado"
"D100","22","COD_INF","char","","","","","True","True","006","","C","","OC","OC","Código da informação complementar do documento fiscal (campo 02 do Registro 0450)"
"D100","23","COD_CTA","char","","","","","True","True","","","C","","OC","OC","Código da conta analítica contábil debitada/creditada"
"D101","2","VL_FCP_UF_DEST","float","","True","True","","","","","02","N","","O","O","Valor total relativo ao Fundo de Combate à Pobreza (FCP) da UF de destino"
"D101","3","VL_ICMS_UF_DEST","float","","True","True","","","","","02","N","","O","O","Valor total do ICMS Interestadual para a UF de destino"
"D101","4","VL_ICMS_UF_REM","float","","True","True","","","","","02","N","","O","O","Valor total do ICMS Interestadual para a UF do remetente"
"D110","2","NUM_ITEM","int","","","True","","","","003","","N","","","O","Número sequencial do item no documento fiscal"
"D110","3","COD_ITEM","char","","","True","","","","060","","C","","","O","Código do item (campo 02 do Registro 0200)"
"D110","4","VL_SERV","float","","","True","","","","","02","N","","","O","Valor do serviço"
"D110","5","VL_OUT","float","","","","","","True","","02","N","","","OC","Outros valores"
"D120","2","COD_MUN_ORIG","int","","","True","","","","007*","","N","","","O","Código do município de origem do serviço, conforme a tabela IBGE(Preencher com 9999999, se Exterior)"
"D120","3","COD_MUN_DEST","int","","","True","","","","007*","","N","","","O","Código do município de destino, conforme a tabela IBGE(Preencher com 9999999, se Exterior)"
"D120","4","VEIC_ID","char","","","","","","True","007","","C","","","OC","Placa de identificação do veículo"
"D120","5","UF_ID","char","","","","","","True","002","","C","","","OC","Sigla da UF da placa do veículo"
"D130","2","COD_PART_CONSG","char","","","","","","True","060","","C","","","OC","Código do participante (campo 02 do Registro 0150): - consignatário, se houver"
"D130","3","COD_PART_RED","char","","","","","","True","060","","C","","","OC","Código do participante (campo 02 do Registro 0150): - redespachado, se houver"
"D130","4","IND_FRT_RED","char","","","True","","","","001*","","C","","","O","Indicador do tipo do frete da operação de redespacho: 0 – Sem redespacho; 1 - Por conta do emitente; 2 - Por conta do destinatário; 9 – Outros."
"D130","5","COD_MUN_ORIG","int","","","True","","","","007*","","N","","","O","Código do município de origem do serviço, conforme a tabela IBGE(Preencher com 9999999, se Exterior)"
"D130","6","COD_MUN_DEST","int","","","True","","","","007*","","N","","","O","Código do município de destino, conforme a tabela IBGE(Preencher com 9999999, se Exterior)"
"D130","7","VEIC_ID","char","","","","","","True","007","","C","","","OC","Placa de identificação do veículo"
"D130","8","VL_LIQ_FRT","float","","","True","","","","","02","N","","","O","Valor líquido do frete"
"D130","9","VL_SEC_CAT","float","","","","","","True","","02","N","","","OC","Soma de valores de Sec/Cat (serviços de coleta/custo adicional de transporte)"
"D130","10","VL_DESP","float","","","","","","True","","02","N","","","OC","Soma de valores de despacho"
"D130","11","VL_PEDG","float","","","","","","True","","02","N","","","OC","Soma dos valores de pedágio"
"D130","12","VL_OUT","float","","","","","","True","","02","N","","","OC","Outros valores"
"D130","13","VL_FRT","float","","","True","","","","","02","N","","","O","Valor total do frete"
"D130","14","UF_ID","char","","","","","","True","002","","C","","","OC","Sigla da UF da placa do veículo"
"D140","2","COD_PART_CONSG","char","","","","","","True","060","","C","","","OC","Código do participante (campo 02 do Registro 0150): - consignatário, se houver"
"D140","3","COD_MUN_ORIG","int","","","True","","","","007*","","N","","","O","Código do município de origem do serviço, conforme a tabela IBGE(Preencher com 9999999, se Exterior)"
"D140","4","COD_MUN_DEST","int","","","True","","","","007*","","N","","","O","Código do município de destino, conforme a tabela IBGE(Preencher com 9999999, se Exterior)"
"D140","5","IND_VEIC","char","","","True","","","","001*","","C","","","O","Indicador do tipo do veículo transportador: 0- Embarcação; 1- Empurrador/rebocador"
"D140","6","VEIC_ID","char","","","","","","True","","","C","","","OC","Identificação da embarcação (IRIM ou Registro CPP)"
"D140","7","IND_NAV","char","","","True","","","","001*","","C","","","O","Indicador do tipo da navegação: 0- Interior; 1- Cabotagem"
"D140","8","VIAGEM","int","","","","","","True","","","N","","","OC","Número da viagem"
"D140","9","VL_FRT_LIQ","float","","","True","","","","","02","N","","","O","Valor líquido do frete"
"D140","10","VL_DESP_PORT","float","","","","","","True","","02","N","","","OC","Valor das despesas portuárias"
"D140","11","VL_DESP_CAR_DESC","float","","","","","","True","","02","N","","","OC","Valor das despesas com carga e descarga"
"D140","12","VL_OUT","float","","","","","","True","","02","N","","","OC","Outros valores"
"D140","13","VL_FRT_BRT","float","","","True","","","","","02","N","","","O","Valor bruto do frete"
"D140","14","VL_FRT_MM","float","","","","","","True","","02","N","","","OC","Valor adicional do frete para renovação da Marinha Mercante"
"D150","2","COD_MUN_ORIG","int","","","True","","","","007*","","N","","","O","Código do município de origem do serviço, conforme a tabela IBGE(Preencher com 9999999, se Exterior)"
"D150","3","COD_MUN_DEST","int","","","True","","","","007*","","N","","","O","Código do município de destino, conforme a tabela IBGE(Preencher com 9999999, se Exterior)"
"D150","4","VEIC_ID","char","","","","","","True","","","C","","","OC","Identificação da aeronave (DAC)"
"D150","5","VIAGEM","int","","","","","","True","","","N","","","OC","Número do vôo."
"D150","6","IND_TFA","char","","","True","","","","001*","","C","","","O","Indicador do tipo de tarifa aplicada: 0- Exp.; 1- Enc.; 2- C.I.; 9- Outra"
"D150","7","VL_PESO_TX","float","","","True","","","","","02","N","","","O","Peso taxado"
"D150","8","VL_TX_TERR","float","","","","","","True","","02","N","","","OC","Valor da taxa terrestre"
"D150","9","VL_TX_RED","float","","","","","","True","","02","N","","","OC","Valor da taxa de redespacho"
"D150","10","VL_OUT","float","","","","","","True","","02","N","","","OC","Outros valores"
"D150","11","VL_TX_ADV","float","","","","","","True","","02","N","","","OC","Valor da taxa ""ad valorem"""
"D160","2","DESPACHO","char","","","","","","True","","","C","","","OC","Identificação do número do despacho"
"D160","3","CNPJ_CPF_REM","int","","","","","","True","014","","N","","","OC","CNPJ ou CPF do remetente das mercadorias que constam na nota fiscal."
"D160","4","IE_REM","char","","","","","","True","014","","C","","","OC","Inscrição Estadual do remetente das mercadorias que constam na nota fiscal."
"D160","5","COD_MUN_ORI","int","","","True","","","","007*","","N","","","O","Código do Município de origem, conforme tabela IBGE(Preencher com 9999999, se Exterior)"
"D160","6","CNPJ_CPF_DEST","int","","","","","","True","014","","N","","","OC","CNPJ ou CPF do destinatário das mercadorias que constam na nota fiscal."
"D160","7","IE_DEST","char","","","","","","True","014","","C","","","OC","Inscrição Estadual do destinatário das mercadorias que constam na nota fiscal."
"D160","8","COD_MUN_DEST","int","","","True","","","","007*","","N","","","O","Código do Município de destino, conforme tabela IBGE(Preencher com 9999999, se Exterior)"
"D161","2","IND_CARGA","int","","","True","","","","001*","","N","","","O","Indicador do tipo de transporte da carga coletada: 0-Rodoviário 1-Ferroviário 2-Rodo-Ferroviário 3-Aquaviário 4-Dutoviário 5-Aéreo 9-Outros"
"D161","3","CNPJ_CPF_COL","char","","","","","","True","014","","C","","","OC","Número do CNPJ ou CPF do local da coleta"
"D161","4","IE_COL","char","","","","","","True","014","","C","","","OC","Inscrição Estadual do contribuinte do local de coleta"
